title,series,rating,language,genres,bookFormat,pages,publisher,publishDate,awards,numRatings,ratingsByStars,likedPercent,setting,Year,Author,Num_Customers_Rated,Price,,,,,,,
The Last Wish,The Witcher #0.5,4.13,English,"['Fantasy', 'Fiction', 'Short Stories', 'High Fantasy', 'Audiobook', 'Magic', 'Adult', 'Adventure', 'Polish Literature', 'Epic Fantasy']",Kindle Edition,360,Orbit,12/14/2008,"['Premio Ignotus for Mejor antología (2003)', 'Tähtifantasia Award (2011)']",190952,"['74685', '77090', '30710', '5992', '2475']",96,Missing,Missing,Andrzej Sapkowski,Missing,Missing,,,,,,,
The Laws of Human Nature,Missing,4.39,English,"['Psychology', 'Nonfiction', 'Philosophy', 'Self Help', 'History', 'Personal Development', 'Business', 'Audiobook', 'Leadership', 'Sociology']",Kindle Edition,624,Viking,10/23/2018,0,6724,"['3918', '1843', '704', '175', '84']",96,Missing,Missing,Robert Greene,Missing,Missing,,,,,,,
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Magic Cleaning #1,3.84,English,"['Nonfiction', 'Self Help', 'Audiobook', 'Personal Development', 'Psychology', 'Japan', 'How To', 'Adult', 'Productivity', 'Reference']",Hardcover,213,Ten Speed Press,10/14/2014,0,279060,"['87635', '96062', '67288', '20499', '7576']",90,Missing,2015,Marie Kondō,24520,0.94,,,,,,,
The Litigators,Missing,3.81,English,"['Fiction', 'Thriller', 'Mystery', 'Legal Thriller', 'Crime', 'Audiobook', 'Suspense', 'Mystery Thriller', 'Law', 'Adult Fiction']",Audio,Missing,Random House Audio,10/25/2011,0,64275,"['14854', '27176', '18148', '3411', '686']",94,"['Chicago, Illinois (United States)']",2011,John Grisham,6870,16.71,,,,,,,
The Little Prince,Missing,4.31,English,"['Classics', 'Fiction', 'Fantasy', 'Childrens', 'France', 'Young Adult', 'Philosophy', 'Literature', 'French Literature', 'Middle Grade']",Paperback,93,"Harcourt, Inc.",6/29/2000,['Retro Hugo Award for Best Novella (2019)'],1363048,"['765471', '352384', '170246', '50086', '24861']",95,Missing,Missing,Antoine de Saint-Exupery,Missing,Missing,,,,,,,
The Longest Ride,Missing,4.15,English,"['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Audiobook', 'Adult Fiction', 'Contemporary Romance', 'Drama', 'Realistic Fiction']",Hardcover,398,Grand Central Publishing,9/17/2013,"['Audie Award for Romance (2014)', 'Goodreads Choice Award Nominee for Romance (2013)']",112204,"['47929', '39691', '19095', '4208', '1281']",95,Missing,2013,Nicholas Sparks,11311,22.26,,,,,,,
The Lost Causes of Bleak Creek,Missing,3.7,English,"['Horror', 'Fiction', 'Mystery', 'Thriller', 'Young Adult', 'Fantasy', 'Mystery Thriller', 'Audiobook', 'Humor', 'Adult']",Hardcover,326,Crown,10/29/2019,['Goodreads Choice Award Nominee for Horror (2019)'],9582,"['2957', '3112', '1897', '905', '711']",83,['North Carolina (United States)'],Missing,Rhett McLaughlin,Missing,Missing,,,,,,,
The Magnolia Story,Missing,4.19,English,"['Nonfiction', 'Biography', 'Memoir', 'Audiobook', 'Autobiography', 'Biography Memoir', 'Christian', 'Adult', 'Inspirational', 'Business']",Kindle Edition,208,Thomas Nelson,10/18/2016,0,82243,"['39383', '26476', '11133', '2957', '2294']",94,Missing,2016,Chip Gaines,8634,13.46,,,,,,,
The Martian,The Martian #1,4.4,English,"['Science Fiction', 'Fiction', 'Audiobook', 'Adventure', 'Space', 'Adult', 'Science Fiction Fantasy', 'Thriller', 'Humor', 'Survival']",Hardcover,384,Crown,2/11/2014,"['Kurd-Laßwitz-Preis for Bestes ausländisches Werk (2015)', 'John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (2015)', 'ITW Thriller Award Nominee for Best First Novel (2015)', 'Audie Award for Science Fiction (2015)', 'ALA Alex Award (2015)', 'Premio Ignotus for Mejor novela extranjera (Best Foreign Novel) (2015)', '本屋大賞 Nominee for Translated Fiction (2015)', 'Goodreads Choice Award for Science Fiction & Nominee for Debut Goodreads Author (2014) and Nominee for Best of the Best  (2018)', 'Green Mountain Book Award Nominee (2016)', 'Seiun Award 星雲賞 for Best Foreign Novel (2015)']",817411,"['458260', '260529', '74433', '16902', '7287']",97,"['Mars', 'Houston, Texas (United States)']",2015,Andy Weir,41268,0.94,,,,,,,
The Miniaturist,Missing,3.6,English,"['Historical Fiction', 'Fiction', 'Historical', 'Mystery', 'Fantasy', 'Magical Realism', 'Adult', 'Adult Fiction', 'Audiobook', '17th Century']",Hardcover,400,Ecco Press,8/26/2014,"['Specsavers National Book Award for Books Are My Bag New Writer of the Year (2014)', 'Walter Scott Prize Nominee (2015)', 'Goodreads Choice Award Nominee for Historical Fiction (2014)', 'Waterstones Book of the Year (2014)']",114904,"['22551', '42439', '35113', '10989', '3812']",87,['Amsterdam (Netherlands)'],Missing,Jessie Burton,Missing,Missing,,,,,,,
The Most Magnificent Thing,Missing,4.32,English,"['Picture Books', 'Childrens', 'Fiction', 'Growth Mindset', 'Realistic Fiction', 'Dogs', 'Storytime', 'Engineering', 'Kids', 'Animals']",Hardcover,44,Kids Can Press,4/1st/2014,"['OLA Forest of Reading Blue Spruce Award Nominee (2015)', 'Shining Willow Award Nominee (2015)', 'Christie Harris Illustrated Children’s Literature Prize Nominee (2015)', 'NCTE Charlotte Huck Award Nominee (2015)']",5947,"['2940', '2135', '721', '111', '40']",97,Missing,Missing,Ashley Spires,Missing,Missing,,,,,,,
The Name of the Wind,The Kingkiller Chronicle #1,4.53,English,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Magic', 'Science Fiction Fantasy', 'Adult', 'Adventure', 'Audiobook', 'Epic']",Hardcover,662,Penguin Group DAW,4/28/2007,"['Locus Award Nominee for Best First Novel and Best Fantasy Novel (2008)', 'Compton Crook Award Nominee (2008)', ""Grand Prix de l'Imaginaire Nominee for Roman étranger and Traduction (2010)"", 'ALA Alex Award (2008)', 'The Quill Award for Science Fiction/Fantasy/Horror (2007)', 'Sakura Medal for High School Book (2009)', 'Premio Ignotus Nominee for Mejor novela extranjera (Best Foreign Novel) (2010)', 'Tähtifantasia Award Nominee (2011)']",715936,"['490359', '150879', '47830', '15610', '11258']",96,Missing,Missing,Patrick Rothfuss,Missing,Missing,,,,,,,
The Nightingale,Missing,4.57,English,"['Historical Fiction', 'Fiction', 'Historical', 'World War II', 'War', 'Audiobook', 'Adult', 'France', 'Adult Fiction', 'Romance']",Hardcover,440,St. Martin's Press,2/3/2015,"['Audie Award for Fiction (2016)', 'Goodreads Choice Award for Historical Fiction (2015) and Nominee for Best of the Best  (2018)', 'International Dublin Literary Award Nominee (2017)']",697799,"['478549', '162598', '40635', '10226', '5791']",98,"['Paris (France)', 'Loire Valley (France)', 'Pyrenees', 'Oregon Coast (United States)', 'Carriveau (France)', 'Portland, Oregon (United States)', 'Ravensbrück (Germany)', 'Paris (France)']",Missing,Kristin Hannah,Missing,Missing,,,,,,,
The Omnivore's Dilemma: A Natural History of Four Meals,Missing,4.17,English,"['Nonfiction', 'Food', 'Science', 'Health', 'History', 'Nutrition', 'Environment', 'Cooking', 'Audiobook', 'Politics']",Hardcover,450,The Penguin Press,10/28/2006,"['California Book Award for Nonfiction (Gold) (2006)', 'Orion Book Award Nominee (2007)', 'National Book Critics Circle Award Nominee for General Nonfiction (2006)']",182235,"['76966', '70543', '26440', '5787', '2499']",95,Missing,2010,Michael Pollan,2534,0.94,,,,,,,
The One and Only Ivan,The One and Only Ivan #1,4.25,English,"['Middle Grade', 'Fiction', 'Animals', 'Childrens', 'Young Adult', 'Fantasy', 'Juvenile', 'Audiobook', 'Realistic Fiction', 'Chapter Books']",Hardcover,307,HarperCollins,1/17/2012,"['Newbery Medal (2013)', 'California Book Award for Juvenile (Gold) (2012)', ""Pennsylvania Young Readers' Choice Award for Grades 3-6 (2014)"", ""Dorothy Canfield Fisher Children's Book Award Nominee (2014)"", ""Charlie May Simon Children's Book Award Nominee (2015)"", 'Bluestem Book Award (2015)', ""Goodreads Choice Award Nominee for Middle Grade & Children's (2012)"", 'SCBWI Crystal Kite Member Choice Award for California/Hawaii (2013)', 'Oklahoma Sequoyah Award for Children (2015)', ""Rebecca Caudill Young Readers' Book Award Nominee (2015)""]",140986,"['73602', '41450', '16858', '5095', '3981']",94,Missing,2013,Katherine Applegate,11779,13.7,,,,,,,
The Outsiders,Missing,4.1,English,"['Classics', 'Young Adult', 'Fiction', 'School', 'Realistic Fiction', 'Read For School', 'Coming Of Age', 'Historical Fiction', 'Contemporary', 'Teen']",Mass Market Paperback,192,Puffin Books (US/CAN),9/1/1997,"['Books I Loved Best Yearly (BILBY) Awards for Secondary  (1991)', 'Margaret A. Edwards Award (1988)']",938150,"['396850', '309135', '173456', '44305', '14404']",94,"['Tulsa, Oklahoma (United States)']",2014,S. E. Hinton,14704,5.89,,,,,,,
The Overstory,Missing,4.13,English,"['Fiction', 'Nature', 'Literary Fiction', 'Environment', 'Contemporary', 'Novels', 'Historical Fiction', 'Literature', 'Book Club', 'Audiobook']",Paperback,502,W.W. Norton & Company,4/2/2019,"['Booker Prize Nominee (2018)', 'Pulitzer Prize for Fiction (2019)', 'PEN/Faulkner Award for Fiction Nominee (2019)', 'William Dean Howells Medal (2020)', 'Goodreads Choice Award Nominee for Fiction (2018)', 'PEN/Jean Stein Book Award Nominee for Shortlist (2019)']",72622,"['32529', '23534', '11554', '3583', '1422']",93,Missing,Missing,Richard Powers,Missing,Missing,,,,,,,
The Perks of Being a Wallflower,Missing,4.2,English,"['Young Adult', 'Fiction', 'Contemporary', 'Coming Of Age', 'Romance', 'Realistic Fiction', 'LGBT', 'Classics', 'Mental Health', 'Teen']",Paperback,213,MTV Books/Pocket Books,2/28/1999,0,1250155,"['599617', '392068', '188162', '50631', '19677']",94,"['Pittsburgh, Pennsylvania (United States)']",2013,Stephen Chbosky,13820,0.94,,,,,,,
The Pioneers: The Heroic Story of the Settlers Who Brought the American Ideal West,Missing,3.76,English,"['History', 'Nonfiction', 'American History', 'Audiobook', 'Historical', 'Biography', 'Adventure', 'Westerns', 'Adult', '19th Century']",Kindle Edition,352,Simon & Schuster,5/7/2019,['Goodreads Choice Award Nominee for History & Biography (2019)'],13749,"['3197', '5491', '3949', '828', '284']",92,"['Ohio (United States)', 'Indiana (United States)', 'Michigan (United States)', 'Illinois (United States)', 'Wisconsin (United States)']",2019,David McCullough,4192,18.93,,,,,,,
The Power of Habit: Why We Do What We Do in Life and Business,Missing,4.1,English,"['Nonfiction', 'Psychology', 'Self Help', 'Business', 'Personal Development', 'Productivity', 'Science', 'Audiobook', 'Leadership', 'Sociology']",Hardcover,375,Random House,2/28/2012,"['Financial Times and McKinsey Business Book of the Year Nominee for Longlist (2012)', 'Goodreads Choice Award Nominee for Nonfiction (2012)']",343452,"['137742', '128611', '58483', '12468', '6148']",95,Missing,2012,Charles Duhigg,13109,19.47,,,,,,,
The Prince,Missing,3.82,English,"['Classics', 'Philosophy', 'Nonfiction', 'Politics', 'History', 'Political Science', 'Literature', 'Italian Literature', 'Italy', 'School']",Paperback,140,Dante University of America Press,6/1/2003,['National Book Award Finalist for Translation (1978)'],259962,"['76212', '90803', '68095', '18695', '6157']",90,Missing,Missing,Niccolo Machiavelli,Missing,Missing,,,,,,,
The Racketeer,Missing,3.83,English,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Legal Thriller', 'Suspense', 'Mystery Thriller', 'Audiobook', 'Novels', 'Drama']",Hardcover,340,Doubleday,10/23/2012,0,88545,"['22552', '36329', '23026', '5250', '1388']",93,"['Roanoke, Virginia (United States)', 'Frostburg, Maryland (United States)', 'Florida (United States)', 'Antigua (Antigua and Barbuda)']",2012,John Grisham,15885,22.17,,,,,,,
The Raven Boys,The Raven Cycle #1,4.05,English,"['Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Fiction', 'Magic', 'Urban Fantasy', 'Audiobook', 'Supernatural', 'Young Adult Fantasy']",Hardcover,409,Scholastic Press,9/18/2012,"['Bram Stoker Award Nominee for Best Young Adult Novel (2012)', 'Mythopoeic Fantasy Award Nominee for Adult Literature (2017)', 'Rhode Island Teen Book Award Nominee (2015)', 'Milwaukee County Teen Book Award Nominee (2014)', 'The Inky Awards for Silver Inky (2013)', 'Lincoln Award Nominee (2015)', 'Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2012)', 'Carnegie Medal Nominee (2014)', 'The Inky Awards Shortlist for Silver Inky (2013)', 'Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2013)']",269946,"['107672', '96096', '45253', '13393', '7532']",92,"['Henrietta, Virginia (United States)']",Missing,Maggie Stiefvater,Missing,Missing,,,,,,,
The Reason I Jump: The Inner Voice of a Thirteen-Year-Old Boy with Autism,Missing,3.82,English,"['Nonfiction', 'Memoir', 'Psychology', 'Biography', 'Biography Memoir', 'Japan', 'Autobiography', 'Mental Health', 'Education', 'Japanese Literature']",Hardcover,135,Random House,8/27/2013,['Goodreads Choice Award Nominee for Memoir & Autobiography (2013)'],42665,"['12535', '15186', '10776', '3053', '1115']",90,Missing,2013,Naoki Higashida,4716,15.26,,,,,,,
The Road Back to You: An Enneagram Journey to Self-Discovery,Missing,4.26,English,"['Nonfiction', 'Self Help', 'Psychology', 'Christian', 'Personal Development', 'Spirituality', 'Audiobook', 'Faith', 'Religion', 'Leadership']",Hardcover,238,IVP Books,10/4/2016,0,29065,"['13530', '10953', '3495', '670', '417']",96,Missing,2019,Ian Morgan Cron,5900,14.35,,,,,,,
The Road to Character,Missing,3.67,English,"['Nonfiction', 'Philosophy', 'Psychology', 'Self Help', 'Biography', 'Leadership', 'Personal Development', 'History', 'Business', 'Audiobook']",Hardcover,320,Random House,4/14/2015,['Goodreads Choice Award Nominee for Nonfiction (2015)'],19347,"['4941', '6459', '5286', '1888', '773']",86,Missing,2015,David Brooks,2373,0.99,,,,,,,
The Rooster Bar,Missing,3.62,English,"['Fiction', 'Mystery', 'Thriller', 'Audiobook', 'Legal Thriller', 'Crime', 'Suspense', 'Mystery Thriller', 'Contemporary', 'Law']",Hardcover,368,Doubleday,10/24/2017,0,74510,"['16897', '25184', '22372', '7355', '2702']",87,Missing,2017,John Grisham,10093,1.15,,,,,,,
The Secret,The Secret #1,3.68,English,"['Self Help', 'Nonfiction', 'Spirituality', 'Psychology', 'Philosophy', 'Personal Development', 'Inspirational', 'Audiobook', 'New Age', 'Business']",Hardcover,199,Atria Books,11/28/2006,0,349444,"['124933', '85630', '73558', '34434', '30889']",81,Missing,Missing,Rhonda Byrne,Missing,Missing,,,,,,,
The Secrets We Kept,Missing,3.69,English,"['Historical Fiction', 'Fiction', 'Historical', 'Audiobook', 'Russia', 'Adult', 'Adult Fiction', 'Thriller', 'Books About Books', 'Espionage']",Kindle Edition,368,Knopf,9/17/2019,"['Edgar Award Nominee for Best First Novel (2020)', 'Goodreads Choice Award Nominee for Debut Novel (2019)']",40746,"['7341', '17428', '12657', '2671', '649']",92,Missing,Missing,Lara Prescott,Missing,Missing,,,,,,,
The Seven Husbands of Evelyn Hugo,Missing,4.35,English,"['Historical Fiction', 'Fiction', 'Romance', 'Contemporary', 'LGBT', 'Adult', 'Audiobook', 'Historical', 'Adult Fiction', 'Chick Lit']",Hardcover,391,Atria Books,6/13/2017,"['Goodreads Choice Award Nominee for Historical Fiction (2017)', 'Book of the Month Book of the Year Award Nominee (2017)']",222152,"['115856', '76708', '23255', '4755', '1578']",97,"['Upper East Side, Manhattan, New York (United States)']",Missing,TAYLOR JENKINS REID,Missing,Missing,,,,,,,
The Seven Sisters,The Seven Sisters #1,4.18,English,"['Historical Fiction', 'Fiction', 'Romance', 'Historical', 'Mystery', 'Contemporary', 'Audiobook', 'Chick Lit', 'Roman', 'Adult']",Hardcover,460,Atria Books,5/5/2015,0,41034,"['17813', '15207', '6070', '1420', '524']",95,"['Rio de Janeiro (Brazil)', 'Genève']",Missing,Lucinda Riley,Missing,Missing,,,,,,,
The Shining,The Shining #1,4.23,English,"['Horror', 'Fiction', 'Thriller', 'Classics', 'Fantasy', 'Mystery', 'Paranormal', 'Suspense', 'Novels', 'Adult']",Paperback,659,New English Library (Hodder & Stoughton),7/1/1980,"['Locus Award Nominee for Best Fantasy Novel (1978)', 'Gandalf Award Nominee (1978)']",1126760,"['549840', '366682', '152167', '35398', '22673']",95,['Colorado (United States)'],Missing,Stephen King,Missing,Missing,,,,,,,
The Silent Patient,Missing,4.09,English,"['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Crime', 'Adult', 'Psychological Thriller', 'Contemporary']",Hardcover,325,Celadon Books,2/5/2019,['Goodreads Choice Award for Mystery & Thriller and Nominee for Debut Novel (2019)'],507237,"['192006', '202843', '86249', '19365', '6774']",95,"['London, England']",2019,Alex Michaelides,50122,10.4,,,,,,,
"The Social Animal: The Hidden Sources of Love, Character, and Achievement",Missing,3.86,English,"['Nonfiction', 'Psychology', 'Sociology', 'Science', 'Philosophy', 'Self Help', 'Social Science', 'Audiobook', 'Politics', 'Business']",Hardcover,424,Random House,3/8/2011,"['Andrew Carnegie Medal Nominee for Nonfiction (2012)', 'Goodreads Choice Award Nominee for Nonfiction (2011)']",21213,"['6542', '7674', '4971', '1512', '514']",90,Missing,2011,David Brooks,684,21.53,,,,,,,
The Song of Achilles,Missing,4.35,English,"['Historical Fiction', 'Fantasy', 'Fiction', 'Mythology', 'LGBT', 'Romance', 'Historical', 'Retellings', 'Audiobook', 'Adult']",Hardcover,352,Bloomsbury Publishing,9/20/2011,"['Orange Prize for Fiction (2012)', 'Gaylactic Spectrum Award for Best Novel (2013)', 'Chautauqua Prize Nominee (2013)']",228034,"['125693', '69012', '24269', '5979', '3081']",96,"['Troy', 'Pthia (Greece)']",Missing,Madeline Miller,Missing,Missing,,,,,,,
"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",Missing,4.23,English,"['History', 'Nonfiction', 'Biography', 'World War II', 'War', 'Audiobook', 'Historical', 'Politics', 'British Literature', 'Biography Memoir']",Kindle Edition,464,Crown,2/25/2020,0,42480,"['19726', '15837', '4884', '1205', '828']",95,"['Buckinghamshire, England (United Kingdom)', 'Oxfordshire, England', 'London, England']",2020,Erik Larson,11733,14.77,,,,,,,
The Starless Sea,Missing,3.85,English,"['Fantasy', 'Fiction', 'Adult', 'Magical Realism', 'Audiobook', 'LGBT', 'Romance', 'Books About Books', 'Adult Fiction', 'Magic']",Hardcover,498,Doubleday Books,11/5/2019,"['Locus Award Nominee for Best Fantasy Novel (2020)', 'Goodreads Choice Award Nominee for Fantasy (2019)', 'Dragon Award for Best Fantasy Novel (2020)']",89092,"['32587', '26085', '18410', '8850', '3160']",87,"['New England (United States)', 'Manhattan, New York City, New York (United States)']",Missing,Erin Morgenstern,Missing,Missing,,,,,,,
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Missing,3.94,English,"['Nonfiction', 'Self Help', 'Psychology', 'Audiobook', 'Personal Development', 'Philosophy', 'Business', 'Humor', 'Adult', 'Unfinished']",ebook,224,Harper,9/13/2016,0,529645,"['193399', '178900', '105988', '34536', '16822']",90,Missing,2017,Mark Manson,37307,15.8,,,,,,,
The Sun and Her Flowers,Missing,4.16,English,"['Poetry', 'Feminism', 'Nonfiction', 'Adult', 'Contemporary', 'Romance', 'Mental Health', 'Canada', 'Womens', 'Love']",Paperback,256,Andrews McMeel Publishing,10/3/2017,['Goodreads Choice Award for Poetry (2017)'],142061,"['68045', '42037', '21739', '6642', '3598']",93,Missing,2017,Rupi Kaur,8177,8.75,,,,,,,
The Tales of Beedle the Bard,Hogwarts Library,4.06,English,"['Fantasy', 'Fiction', 'Young Adult', 'Short Stories', 'Childrens', 'Magic', 'Middle Grade', 'Fairy Tales', 'Science Fiction Fantasy', 'Audiobook']",Hardcover,109,Bloomsbury,12/4/2008,['Locus Award Nominee for Art Book (2019)'],406565,"['162586', '134167', '86414', '18664', '4734']",94,['United Kingdom'],Missing,J. K. Rowling,Missing,Missing,,,,,,,
The Tattooist of Auschwitz,The Tattooist of Auschwitz #1,4.25,English,"['Historical Fiction', 'Fiction', 'Historical', 'Audiobook', 'World War II', 'Holocaust', 'War', 'Romance', 'Adult', 'Adult Fiction']",Hardcover,262,Harper,9/4/2018,"['Audie Award for Fiction (2019)', 'Goodreads Choice Award Nominee for Historical Fiction and for Debut Author (2018)']",464207,"['227273', '155594', '60039', '14908', '6393']",95,"['Krompachy (Slovakia)', 'Oświęcim (Auschwitz) (Poland)']",Missing,Heather Morris,Missing,Missing,,,,,,,
The Testaments,The Handmaid's Tale #2,4.2,English,"['Fiction', 'Dystopia', 'Science Fiction', 'Feminism', 'Audiobook', 'Canada', 'Adult', 'Literary Fiction', 'Speculative Fiction', 'Novels']",Hardcover,422,Nan A. Talese,9/10/2019,"['Booker Prize (2019)', 'Locus Award Nominee for Best SF Novel (2020)', 'Kurd-Laßwitz-Preis for Bestes ausländisches Werk (2020)', 'Scotiabank Giller Prize Nominee (2019)', 'Audie Award Nominee for Audiobook of the Year (2020)', 'Prometheus Award Nominee for Best Novel (2020)', 'Goodreads Choice Award for Fiction (2019)']",209221,"['90229', '80222', '30896', '6311', '1563']",96,"['Republic of Gilead', 'Toronto, Ontario (Canada)']",Missing,Margaret Atwood,Missing,Missing,,,,,,,
The Tipping Point: How Little Things Can Make a Big Difference,Missing,3.97,English,"['Nonfiction', 'Business', 'Psychology', 'Sociology', 'Science', 'Self Help', 'Economics', 'Audiobook', 'Leadership', 'Philosophy']",Paperback,301,Back Bay Books,1/7/2002,0,689776,"['245885', '254161', '136187', '33268', '20275']",92,Missing,2010,Malcolm Gladwell,3965,0.94,,,,,,,
The Toll,Arc of a Scythe #3,4.26,English,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fantasy', 'Fiction', 'Audiobook', 'Romance', 'Young Adult Fantasy', 'Teen', 'Science Fiction Fantasy']",Hardcover,625,Simon & Schuster Books for Young Readers,11/5/2019,['Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2019)'],42734,"['20241', '15135', '5864', '1194', '300']",97,Missing,Missing,Neal Shusterman,Missing,Missing,,,,,,,
The Travelling Cat Chronicles,Missing,4.29,English,"['Fiction', 'Japan', 'Contemporary', 'Animals', 'Cats', 'Japanese Literature', 'Audiobook', 'Asia', 'Literary Fiction', 'Adult']",Kindle Edition,288,Viking,10/23/2018,['山田風太郎賞 Nominee (2013)'],25484,"['12503', '8733', '3405', '704', '139']",97,Missing,Missing,Hiro Arikawa,Missing,Missing,,,,,,,
The Very Hungry Caterpillar,Missing,4.3,English,"['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Animals', 'Food', 'Counting', 'Storytime', 'Kids', 'Mathematics']",Board book,26,Puffin Books,10/28/1994,['California Young Readers Medal Nominee for Primary (1976)'],396110,"['228021', '90789', '53120', '15051', '9129']",94,Missing,2013,Eric Carle,30371,0.94,,,,,,,
The Wright Brothers,Missing,4.14,English,"['History', 'Biography', 'Nonfiction', 'American History', 'Aviation', 'Audiobook', 'Historical', 'Biography Memoir', 'Science', 'Technology']",Hardcover,320,Simon & Schuster,5/5/2015,"['Goodreads Choice Award Nominee for History & Biography (2015)', 'National Aviation Hall of Fame Combs Gates Award - (2016)']",74798,"['32717', '26918', '10171', '2736', '2256']",93,Missing,2015,David McCullough,6495,16.74,,,,,,,
There Was an Old Lady Who Swallowed a Fly,Classic Books with Holes,4.22,English,"['Picture Books', 'Childrens', 'Poetry', 'Animals', 'Fiction', 'Humor', 'Classics', 'Storytime', 'Music', 'Nursery Rhymes']",Board Book,14,Child's Play International,9/1/2000,0,29652,"['15727', '6871', '5366', '1236', '452']",94,Missing,Missing,Missing,Missing,Missing,,,,,,,
"Thinking, Fast and Slow",Missing,4.16,English,"['Nonfiction', 'Psychology', 'Science', 'Business', 'Economics', 'Self Help', 'Personal Development', 'Philosophy', 'Audiobook', 'Unfinished']",Hardcover,499,"Farrar, Straus and Giroux",10/25/2011,"['Los Angeles Times Book Prize for Current Interest (2011)', 'Best Book of Ideas Prize Nominee (2012)', 'Samuel Johnson Prize for Non-Fiction Nominee for Longlist (2012)', 'Andrew Carnegie Medal Nominee for Nonfiction (2012)']",309325,"['142837', '99486', '47193', '12650', '7159']",94,Missing,2011,Daniel Kahneman,14675,20.49,,,,,,,
Thirteen,The Winnie Years #4,4.07,English,"['Realistic Fiction', 'Middle Grade', 'Childrens', 'Romance', 'Young Adult', 'Contemporary', 'Chick Lit', 'Fiction', 'Coming Of Age', 'Humor']",Hardcover,244,Dutton Children's Books,2/28/2008,"[""Children's Choice Book Award for Fifth Grade to Sixth Grade Book of the Year (2009)""]",5070,"['2172', '1561', '962', '273', '102']",93,Missing,Missing,Steve Cavanagh,Missing,Missing,,,,,,,
Through My Eyes,Missing,3.94,English,"['Sports', 'Biography', 'Nonfiction', 'Christian', 'Football', 'Autobiography', 'Memoir', 'Inspirational', 'Faith', 'Audiobook']",Hardcover,272,Harper,5/31/2011,0,10638,"['4017', '3335', '2244', '691', '351']",90,Missing,2011,Tim Tebow,813,15.7,,,,,,,
To Kill a Mockingbird,To Kill a Mockingbird,4.28,English,"['Classics', 'Fiction', 'Historical Fiction', 'School', 'Literature', 'Young Adult', 'Historical', 'Novels', 'Read For School', 'High School']",Paperback,324,Harper Perennial Modern Classics,5/23/2006,"['Pulitzer Prize for Fiction (1961)', 'Audie Award for Classic (2007)', 'National Book Award Finalist for Fiction (1961)', 'Alabama Author Award for Fiction (1961)']",4501075,"['2363896', '1333153', '573280', '149952', '80794']",95,"['Maycomb, Alabama (United States)']",2013,Harper Lee,35375,0.35,,,,,,,
"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Missing,4.09,English,"['Business', 'Nonfiction', 'Self Help', 'Personal Development', 'Productivity', 'Psychology', 'Leadership', 'Entrepreneurship', 'Health', 'Philosophy']",Kindle Edition,707,Houghton Mifflin Harcourt,12/6/2016,['Goodreads Choice Award Nominee for Nonfiction (2017)'],30133,"['13199', '9800', '4732', '1569', '833']",92,Missing,2017,Timothy Ferriss,5089,8.79,,,,,,,
Trainspotting,Mark Renton #2,4.07,English,"['Fiction', 'Contemporary', 'Classics', 'Novels', 'Thriller', 'Mystery', 'Scotland', 'Crime', 'Drama', 'Dark']",Paperback,430,Vintage,7/11/1994,0,153108,"['59931', '57342', '25411', '6724', '3700']",93,"['London, England', 'Edinburgh, Scotland', 'Scotland']",Missing,Irvine Welsh,Missing,Missing,,,,,,,
Turtles All the Way Down,Missing,3.95,English,"['Young Adult', 'Fiction', 'Contemporary', 'Mental Health', 'Romance', 'Audiobook', 'Realistic Fiction', 'Mental Illness', 'Mystery', 'Teen']",Hardcover,286,Dutton Books for Young Readers,10/10/2017,"['Lincoln Award Nominee (2020)', 'Goodreads Choice Award Nominee for Young Adult Fiction (2017)', 'Alabama Author Award for Young Adult (2020)', 'Hea Noorteraamat (2018)']",314236,"['104353', '117614', '69075', '17866', '5328']",93,"['Indianapolis, Indiana (United States)', 'Indiana (United States)']",2017,John Green,5894,9.98,,,,,,,
Untamed,House of Night #4,3.95,English,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Fiction', 'Supernatural', 'Paranormal Romance', 'Urban Fantasy', 'Magic']",Paperback,338,St. Martin's Griffin,9/23/2008,0,213569,"['84284', '61613', '46235', '15082', '6355']",90,"['United States of America', 'Tulsa, Oklahoma (United States)']",2020,Glennon Doyle,32702,15.89,,,,,,,
